Designator,Mid X,Mid Y,Rotation,Layer
J1,150.56,-76.5,270.0,top
J13,134.0,-92.0,0.0,top
J14,140.5,-105.75,0.0,top
J15,140.5,-117.05,0.0,top
J16,160.0,-88.78,180.0,top
J2,150.56,-89.0,270.0,top
J3,150.56,-101.5,270.0,top
J4,150.56,-114.0,270.0,top
J5,150.56,-126.5,270.0,top
J6,166.25,-103.57,180.0,top
J7,134.0,-113.525,180.0,top
J8,166.25,-114.82,180.0,top
J9,166.25,-123.515,180.0,top
U1,149.9575,-101.98,0.0,top
U2,166.0,-81.275,270.0,bottom
