Designator,Mid X,Mid Y,Rotation,Layer
C1,126.18,-73.5,180.0,top
C2,129.02,-73.5,0.0,top
C3,132.75,-76.0,0.0,top
C4,132.02,-73.5,0.0,top
C5,126.155,-72.25,0.0,top
C6,130.75,-77.5,0.0,top
Conn1,121.5,-83.07,0.0,top
Conn2,136.75,-83.08,0.0,top
J1,130.25,-90.25,0.0,top
J2,132.75,-90.25,270.0,bottom
R1,127.25,-77.75,0.0,top
U1,129.0,-83.5,0.0,top
